Ranking,City (State),Overall IDHM,IDHM Wage,IDHM Longevity,IDHM Education
 3234 º, Mirante da Serra (RO),643,673,800,494
 3234 º, Lagoão (RS),643,641,822,505
 3234 º, Hulha Negra (RS),643,653,796,512
 3234 º, Nova Brasilândia D'Oeste (RO),643,664,763,524
 3234 º, Nazaré (TO),643,584,792,576
 3234 º, Jequitaí (MG),643,605,797,552
 3234 º, Governador Mangabeira (BA),643,594,754,594
 3234 º, Carmópolis (SE),643,623,783,546
 3234 º, Palmeiras (BA),643,608,782,560
 3234 º, Argirita (MG),643,645,817,505
 3254 º, Quixeramobim (CE),642,592,789,567
 3254 º, Amapá (AP),642,631,790,532
 3254 º, Marechal Deodoro (AL),642,641,793,520
 3254 º, Belém do São Francisco (PE),642,611,784,553
 3254 º, Florânia (RN),642,611,775,560
 3254 º, Santa Rita do Pardo (MS),642,655,800,505
 3254 º, Laranjeiras (SE),642,589,772,582
 3254 º, Itabaiana (SE),642,645,801,513
 3254 º, Almenara (MG),642,636,803,518
 3254 º, Manga (MG),642,624,799,530
 3254 º, Almeirim (PA),642,659,809,497
 3254 º, Corrente (PI),642,620,789,540
 3254 º, Passabém (MG),642,631,787,533
 3254 º, Santana do Seridó (RN),642,595,767,580
 3254 º, Babaçulândia (TO),642,589,792,568
 3254 º, Barrolândia (TO),642,600,817,541
 3254 º, São Vicente (RN),642,606,787,556
 3254 º, Nova Laranjeiras (PR),642,614,833,517
 3254 º, São Valério do Sul (RS),642,674,816,480
 3254 º, Malta (PB),642,620,800,533
 3254 º, Coração de Jesus (MG),642,575,808,570
 3275 º, Nazaré (BA),641,637,777,532
 3275 º, Barra do Turvo (SP),641,625,792,532
 3275 º, Itacarambi (MG),641,593,787,564
 3275 º, Nova Porteirinha (MG),641,584,811,556
 3275 º, Taquaritinga do Norte (PE),641,636,796,520
 3275 º, João Lisboa (MA),641,585,785,573
 3275 º, São Mamede (PB),641,617,765,558
 3275 º, Aquiraz (CE),641,608,788,550
 3275 º, Alta Floresta D'Oeste (RO),641,657,763,526
 3275 º, Amparo do Serra (MG),641,616,811,528
 3275 º, Campo Belo do Sul (SC),641,648,768,528
 3275 º, Primavera de Rondônia (RO),641,645,799,512
 3275 º, Frei Martinho (PB),641,631,770,542
 3275 º, Axixá (MA),641,535,776,634
 3275 º, Coxixola (PB),641,586,794,567
 3275 º, Goioxim (PR),641,593,813,547
 3291 º, Vitória de Santo Antão (PE),640,629,768,543
 3291 º, Bocaiúva do Sul (PR),640,679,816,473
 3291 º, Pedras Altas (RS),640,647,820,493
 3291 º, Timbaúba dos Batistas (RN),640,614,723,591
 3291 º, São Domingos (BA),640,601,757,575
 3291 º, Macaíba (RN),640,613,784,545
 3291 º, Itaituba (PA),640,644,800,510
 3291 º, Itapipoca (CE),640,562,761,613
 3291 º, Carmolândia (TO),640,621,810,521
 3291 º, Conceição do Araguaia (PA),640,631,770,540
 3291 º, Santa Maria do Suaçuí (MG),640,629,817,511
 3291 º, Formoso (MG),640,616,834,510
 3291 º, São Gonçalo do Rio Preto (MG),640,593,815,542
 3291 º, Porto Grande (AP),640,610,777,554
 3291 º, São Romão (MG),640,586,787,568
 3291 º, Senador Guiomard (AC),640,649,786,513
 3291 º, São João do Manteninha (MG),640,623,805,522
 3291 º, Machacalis (MG),640,607,783,552
 3291 º, Catolé do Rocha (PB),640,617,787,539
 3291 º, Rio Branco do Ivaí (PR),640,624,783,537
 3291 º, Rondolândia (MT),640,619,800,530
 3312 º, Ribeirão Branco (SP),639,592,797,553
 3312 º, Piedade de Ponte Nova (MG),639,616,802,528
 3312 º, Paudalho (PE),639,612,782,545
 3312 º, Araguacema (TO),639,587,805,553
 3312 º, Nioaque (MS),639,658,822,483
 3312 º, Novo Acordo (TO),639,618,797,530
 3312 º, Caroebe (RR),639,600,791,549
 3312 º, Dois Irmãos do Buriti (MS),639,640,773,528
 3312 º, Tefé (AM),639,637,801,511
 3312 º, Apodi (RN),639,611,747,571
 3312 º, Delta (MG),639,672,808,481
 3312 º, Palmital (PR),639,647,791,511
 3312 º, São Félix do Coribe (BA),639,601,784,555
 3312 º, São Félix (BA),639,582,769,583
 3312 º, Luzinópolis (TO),639,593,726,605
 3312 º, Uruburetama (CE),639,564,760,608
 3312 º, Mariluz (PR),639,653,794,504
 3312 º, Água Branca (PI),639,600,763,569
 3312 º, São Francisco de Itabapoana (RJ),639,618,791,533
 3312 º, Desterro de Entre Rios (MG),639,607,802,536
 3312 º, Capitão Enéas (MG),639,573,806,565
 3333 º, Bandeirantes do Tocantins (TO),638,570,797,571
 3333 º, Simão Pereira (MG),638,645,843,478
 3333 º, São João Evangelista (MG),638,620,806,520
 3333 º, Goianinha (RN),638,619,783,537
 3333 º, Rio Maria (PA),638,651,804,495
 3333 º, Palhano (CE),638,572,723,628
 3333 º, Corumbataí do Sul (PR),638,632,790,520
 3333 º, Carbonita (MG),638,617,796,529
 3333 º, São Francisco (MG),638,595,804,542
 3333 º, Palmeira dos Índios (AL),638,625,794,523
 3333 º, Sabinópolis (MG),638,637,812,502
 3333 º, Ibirapuitã (RS),638,678,828,463
 3333 º, Vicente Dutra (RS),638,656,809,489
 3333 º, Bernardo Sayão (TO),638,606,748,573
 3333 º, Moeda (MG),638,657,800,494
 3333 º, São Domingos das Dores (MG),638,602,800,539
 3333 º, Beberibe (CE),638,585,778,571
 3333 º, Umburatiba (MG),638,599,815,531
 3333 º, Ministro Andreazza (RO),638,647,776,518
 3333 º, Wanderlândia (TO),638,619,748,561
 3333 º, Caraúbas (RN),638,594,786,556
 3333 º, Jaíba (MG),638,619,789,531
 3333 º, Alto Paraguai (MT),638,612,784,541
 3333 º, Nossa Senhora do Livramento (MT),638,600,820,529
 3357 º, Santo Amaro das Brotas (SE),637,613,778,543
 3357 º, Pinheiro (MA),637,579,771,579
 3357 º, Pedro Teixeira (MG),637,587,794,555
 3357 º, Caculé (BA),637,621,769,541
 3357 º, Guaramiranga (CE),637,576,736,610
 3357 º, São Jerônimo da Serra (PR),637,626,822,503
 3357 º, Capão Bonito do Sul (RS),637,654,779,507
 3357 º, Santa Terezinha do Tocantins (TO),637,583,758,584
 3357 º, Bonfim (MG),637,669,834,464
 3357 º, Paula Cândido (MG),637,632,823,497
 3357 º, Paracuru (CE),637,597,746,581
 3357 º, Apuí (AM),637,621,772,540
 3357 º, Irupi (ES),637,658,798,493
 3357 º, Itanhém (BA),637,624,790,525
 3357 º, Valente (BA),637,623,729,568
 3357 º, Santa Bárbara do Tugúrio (MG),637,616,810,517
 3357 º, Guarani de Goiás (GO),637,569,814,557
 3357 º, Oratórios (MG),637,627,824,500
 3357 º, Itaperuçu (PR),637,654,779,507
 3357 º, Joaquim Felício (MG),637,642,824,489
 3357 º, Capão do Leão (RS),637,662,814,480
 3378 º, Uiraúna (PB),636,612,797,528
 3378 º, Nova Lacerda (MT),636,643,825,485
 3378 º, Sardoá (MG),636,594,812,533
 3378 º, Felipe Guerra (RN),636,582,768,575
 3378 º, Curionópolis (PA),636,592,809,536
 3378 º, Tijucas do Sul (PR),636,679,792,479
 3378 º, Almas (TO),636,616,796,524
 3378 º, Olaria (MG),636,638,823,490
 3378 º, Retirolândia (BA),636,579,773,574
 3378 º, São José do Cerrito (SC),636,618,827,503
 3378 º, Ibotirama (BA),636,601,780,548
 3378 º, Orós (CE),636,582,793,557
 3378 º, Pindoretama (CE),636,581,754,588
 3378 º, Espigão Alto do Iguaçu (PR),636,632,781,521
 3378 º, Dores de Guanhães (MG),636,612,821,512
 3393 º, Candói (PR),635,655,778,503
 3393 º, Oliveira Fortes (MG),635,616,794,523
 3393 º, Cantagalo (PR),635,638,768,522
 3393 º, Piripiri (PI),635,621,775,533
 3393 º, Surubim (PE),635,617,756,548
 3393 º, Terra Santa (PA),635,602,763,558
 3393 º, Martins Soares (MG),635,619,809,512
 3393 º, Santa Cruz (RN),635,597,761,564
 3393 º, São José do Egito (PE),635,602,769,554
 3393 º, Seabra (BA),635,588,761,572
 3393 º, Chapada Gaúcha (MG),635,573,820,546
 3393 º, Pacoti (CE),635,571,773,580
 3393 º, Itueta (MG),635,640,825,485
 3393 º, Tibau (RN),635,627,769,530
 3407 º, Santa Rita do Novo Destino (GO),634,639,820,487
 3407 º, Taguatinga (TO),634,628,818,497
 3407 º, Caranaíba (MG),634,593,807,533
 3407 º, Pombal (PB),634,629,787,515
 3407 º, Paraipaba (CE),634,574,738,602
 3407 º, Oeiras (PI),634,619,753,547
 3407 º, Gramado Xavier (RS),634,681,792,473
 3407 º, Novo Horizonte do Oeste (RO),634,606,799,527
 3407 º, Vila Propício (GO),634,629,802,505
 3407 º, Carolina (MA),634,600,802,529
 3407 º, Itambé do Mato Dentro (MG),634,605,823,513
 3407 º, Nova Roma (GO),634,594,812,529
 3407 º, Porto Firme (MG),634,615,804,516
 3407 º, Lagoa dos Patos (MG),634,593,773,556
 3407 º, Serrinha (BA),634,615,778,532
 3407 º, Gravatá (PE),634,630,794,510
 3407 º, Santa Maria do Tocantins (TO),634,600,784,543
 3407 º, Mundo Novo (GO),634,642,812,488
 3407 º, Itagimirim (BA),634,602,821,516
 3407 º, São João da Lagoa (MG),634,575,813,546
 3407 º, Entre Folhas (MG),634,617,792,521
 3407 º, Conceição da Feira (BA),634,606,766,548
 3407 º, Itambacuri (MG),634,616,784,527
 3407 º, Tuparetama (PE),634,612,749,557
 3407 º, Conceição do Mato Dentro (MG),634,622,794,517
 3407 º, Vargem Grande do Rio Pardo (MG),634,563,811,559
 3433 º, Tarumirim (MG),633,614,829,499
 3433 º, Tauá (CE),633,585,773,560
 3433 º, Aral Moreira (MS),633,628,798,507
 3433 º, Caiana (MG),633,631,833,483
 3433 º, Groaíras (CE),633,585,724,598
 3433 º, Bom Jesus da Lapa (BA),633,615,775,533
 3433 º, Serranópolis de Minas (MG),633,608,773,539
 3433 º, Urucânia (MG),633,628,811,498
 3433 º, Alto Parnaíba (MA),633,683,785,474
 3433 º, Pindaré-Mirim (MA),633,568,755,592
 3433 º, Santana da Boa Vista (RS),633,630,802,503
 3433 º, Itapissuma (PE),633,589,764,564
 3433 º, Santo Antônio do Grama (MG),633,626,823,493
 3433 º, Farias Brito (CE),633,541,774,605
 3433 º, Minas Novas (MG),633,600,802,528
 3448 º, Bocaina (PI),632,614,773,532
 3448 º, Silves (AM),632,546,791,584
 3448 º, Santo Antônio do Tauá (PA),632,598,753,561
 3448 º, Rosário (MA),632,566,752,592
 3448 º, Cruz (CE),632,573,752,586
 3448 º, Independência (CE),632,561,759,592
 3448 º, Escada (PE),632,594,781,543
 3448 º, Dom Macedo Costa (BA),632,598,795,531
 3448 º, Gandu (BA),632,645,771,508
 3448 º, Lajedão (BA),632,652,778,497
 3448 º, Rodelas (BA),632,566,790,564
 3448 º, Córrego Novo (MG),632,596,805,525
 3448 º, José Gonçalves de Minas (MG),632,597,764,553
 3448 º, Presidente Bernardes (MG),632,603,804,521
 3448 º, Riachinho (MG),632,577,795,551
 3448 º, São Sebastião do Rio Preto (MG),632,662,809,472
 3448 º, Simonésia (MG),632,622,823,493
 3448 º, Veredinha (MG),632,579,785,555
 3448 º, Divino de São Lourenço (ES),632,622,819,496
 3448 º, Mato Rico (PR),632,580,812,536
 3448 º, Miranda (MS),632,638,782,507
 3469 º, Sinimbu (RS),631,697,792,456
 3469 º, Pendências (RN),631,633,753,526
 3469 º, Matipó (MG),631,630,780,511
 3469 º, Ichu (BA),631,580,771,562
 3469 º, Nova Olinda (TO),631,614,765,535
 3469 º, Rosário do Catete (SE),631,603,731,571
 3469 º, Campinaçu (GO),631,644,819,476
 3469 º, Marianópolis do Tocantins (TO),631,630,792,504
 3469 º, Sobradinho (BA),631,605,748,555
 3469 º, Araguatins (TO),631,604,793,525
 3469 º, Cantagalo (MG),631,598,816,515
 3469 º, Desterro do Melo (MG),631,618,809,503
 3469 º, Sobrália (MG),631,611,805,510
 3469 º, Uruçuí (PI),631,614,794,516
 3469 º, Redentora (RS),631,606,792,523
 3469 º, Vargem Alegre (MG),631,631,819,486
 3469 º, Jari (RS),631,636,836,473
 3469 º, Senhora de Oliveira (MG),631,603,801,521
 3487 º, Angical do Piauí (PI),630,610,737,555
 3487 º, Ipiranga do Piauí (PI),630,560,765,583
 3487 º, Campos Sales (CE),630,584,769,556
 3487 º, Campina do Simão (PR),630,598,792,527
 3487 º, Jangada (MT),630,567,805,549
 3487 º, Penedo (AL),630,602,774,536
 3487 º, Acaiaca (MG),630,610,823,499
 3487 º, Ramilândia (PR),630,639,802,489
 3487 º, Bonópolis (GO),630,630,813,488
 3487 º, São Geraldo do Baixio (MG),630,631,824,482
 3487 º, Nova Módica (MG),630,610,779,527
 3487 º, Barra do Mendes (BA),630,578,784,553
 3487 º, Santa Rita de Ibitipoca (MG),630,625,793,505
 3487 º, Itinga do Maranhão (MA),630,601,764,545
 3501 º, Bacabeira (MA),629,558,768,580
 3501 º, Itaobim (MG),629,613,787,516
 3501 º, Pentecoste (CE),629,562,734,604
 3501 º, Belo Jardim (PE),629,617,783,514
 3501 º, Dores do Turvo (MG),629,613,829,490
 3501 º, Nova Cruz (RN),629,589,788,537
 3501 º, Encanto (RN),629,589,787,536
 3501 º, Várzea Alegre (CE),629,569,759,576
 3501 º, Cândido de Abreu (PR),629,643,783,494
 3501 º, Lassance (MG),629,614,795,511
 3501 º, Reduto (MG),629,647,801,480
 3501 º, Governador Edison Lobão (MA),629,589,764,552
 3501 º, São João do Triunfo (PR),629,655,801,475
 3501 º, Bodó (RN),629,570,772,565
 3501 º, Piau (MG),629,647,824,467
 3501 º, Rio Bonito do Iguaçu (PR),629,631,792,498
 3501 º, Vargem (SC),629,636,790,495
 3501 º, Turuçu (RS),629,685,814,446
 3519 º, Cutias (AP),628,576,760,566
 3519 º, Itacambira (MG),628,570,791,550
 3519 º, Riachão do Jacuípe (BA),628,588,755,559
 3519 º, Abaiara (CE),628,540,748,612
 3519 º, Acorizal (MT),628,594,816,510
 3519 º, Santana de Pirapama (MG),628,617,816,493
 3519 º, Serra Branca (PB),628,598,770,537
 3519 º, Berilo (MG),628,580,816,524
 3519 º, Monteiro (PB),628,625,709,558
 3519 º, Colônia do Gurguéia (PI),628,578,778,550
 3519 º, São Francisco do Oeste (RN),628,581,779,547
 3519 º, Abaetetuba (PA),628,579,798,537
 3519 º, Palmeiras do Tocantins (TO),628,586,810,522
 3519 º, Milagres (CE),628,561,777,569
 3519 º, Jordânia (MG),628,613,797,506
 3534 º, Lagoa Seca (PB),627,621,769,516
 3534 º, Itamaraju (BA),627,641,767,502
 3534 º, Cairu (BA),627,600,807,510
 3534 º, Pedra Azul (MG),627,596,797,518
 3534 º, Peçanha (MG),627,630,787,497
 3534 º, Pavão (MG),627,599,813,507
 3534 º, Pequizeiro (TO),627,589,806,518
 3534 º, Santa Rita (PB),627,597,774,534
 3534 º, Santa Terezinha (PB),627,586,820,513
 3534 º, Sumé (PB),627,602,765,534
 3534 º, Espinosa (MG),627,582,804,526
 3534 º, Bugre (MG),627,602,800,511
 3534 º, Santa Bárbara do Pará (PA),627,575,784,546
 3534 º, Vale do Paraíso (RO),627,641,792,485
 3534 º, Lambari D'Oeste (MT),627,670,787,467
 3534 º, Simplício Mendes (PI),627,613,767,525
 3534 º, Axixá do Tocantins (TO),627,595,733,566
 3534 º, Baixio (CE),627,563,763,575
 3534 º, São Gonçalo dos Campos (BA),627,636,752,516
 3534 º, Cachoeirinha (TO),627,548,762,590
 3534 º, Itaverava (MG),627,613,811,496
 3534 º, Lagoa da Confusão (TO),627,630,787,496
 3534 º, Riacho dos Machados (MG),627,557,808,547
 3534 º, Coronel Murta (MG),627,578,784,543
 3534 º, Buriti do Tocantins (TO),627,575,713,601
 3534 º, Cuparaque (MG),627,621,798,497
 3534 º, Cedro (CE),627,592,753,553
 3561 º, Itaitinga (CE),626,583,768,548
 3561 º, Coroaci (MG),626,613,811,493
 3561 º, Piedade dos Gerais (MG),626,645,840,453
 3561 º, Várzea (RN),626,577,771,552
 3561 º, Senhora dos Remédios (MG),626,578,776,548
 3561 º, Campo Redondo (RN),626,554,758,584
 3561 º, Raposa (MA),626,568,735,587
 3561 º, Tumiritinga (MG),626,615,827,482
 3561 º, Floresta (PE),626,588,775,538
 3561 º, Pocrane (MG),626,614,799,500
 3561 º, Coruripe (AL),626,591,769,541
 3561 º, Bonfim (RR),626,597,809,509
 3561 º, Joanésia (MG),626,616,803,495
 3561 º, Mambaí (GO),626,610,816,494
 3561 º, Mendes Pimentel (MG),626,617,768,518
 3561 º, Redenção (CE),626,567,750,577
 3561 º, Muribeca (SE),626,575,771,554
 3561 º, Guamaré (RN),626,632,769,505
 3561 º, Serra da Raiz (PB),626,570,792,544
 3561 º, Olhos D'Água (MG),626,607,812,498
 3561 º, São Sebastião do Oeste (MG),626,678,832,434
 3561 º, Arari (MA),626,587,764,546
 3561 º, Santo Estevão (BA),626,611,808,498
 3561 º, Pedra Branca do Amapari (AP),626,628,779,502
 3561 º, Santa Leopoldina (ES),626,646,797,477
 3561 º, Milhã (CE),626,560,784,558
 3587 º, Santa Cruz do Escalvado (MG),625,618,815,485
 3587 º, Guimarães (MA),625,535,772,592
 3587 º, Caetité (BA),625,631,801,484
 3587 º, Alto Paraíso (RO),625,664,804,457
 3587 º, São João do Pacuí (MG),625,606,798,504
 3587 º, Mâncio Lima (AC),625,580,770,546
 3587 º, Ibicaraí (BA),625,609,764,524
 3587 º, Brás Pires (MG),625,582,801,523
 3587 º, Gurjão (PB),625,576,729,581
 3587 º, Amargosa (BA),625,616,807,492
 3587 º, Lajes Pintadas (RN),625,559,769,568
 3587 º, Angical (BA),625,564,778,556
 3587 º, Paulistas (MG),625,593,791,521
 3587 º, Medeiros Neto (BA),625,626,777,501
 3587 º, Solonópole (CE),625,565,754,574
 3587 º, Nova Olinda (CE),625,567,779,554
 3587 º, Potiraguá (BA),625,595,754,545
 3587 º, Francisco Dumont (MG),625,596,797,513
 3587 º, Ervália (MG),625,640,828,460
 3587 º, Lagarto (SE),625,613,775,515
 3607 º, Icaraí de Minas (MG),624,570,799,533
 3607 º, Jenipapo de Minas (MG),624,588,793,520
 3607 º, Buritizeiro (MG),624,603,768,524
 3607 º, Jaguaruana (CE),624,568,779,548
 3607 º, Almino Afonso (RN),624,578,739,568
 3607 º, Medina (MG),624,624,821,475
 3607 º, Angicos (RN),624,606,756,530
 3607 º, Ourilândia do Norte (PA),624,653,795,467
 3607 º, Caxias (MA),624,595,753,543
 3607 º, Braúnas (MG),624,635,802,478
 3607 º, Itajá (RN),624,586,769,539
 3607 º, Lajes (RN),624,578,756,557
 3607 º, Pedra do Anta (MG),624,636,821,466
 3607 º, Amaral Ferrador (RS),624,664,802,457
 3607 º, Inhuma (PI),624,562,772,560
 3607 º, Caracaraí (RR),624,601,780,518
 3607 º, Ponte Alta do Tocantins (TO),624,587,779,531
 3607 º, Poté (MG),624,584,809,515
 3607 º, Rio Pardo de Minas (MG),624,586,798,520
 3607 º, Vale do Sol (RS),624,681,813,439
 3607 º, Capitão Andrade (MG),624,630,805,478
 3607 º, Caparaó (MG),624,614,836,473
 3607 º, Barra Longa (MG),624,613,823,482
 3607 º, Fortim (CE),624,562,734,588
 3631 º, Itapajé (CE),623,561,760,568
 3631 º, Tenente Laurentino Cruz (RN),623,559,737,586
 3631 º, Bela Cruz (CE),623,533,760,598
 3631 º, São José do Norte (RS),623,663,792,461
 3631 º, Caturité (PB),623,617,782,502
 3631 º, Esperança (PB),623,598,767,526
 3631 º, Miguel Leão (PI),623,579,782,533
 3631 º, São Miguel do Tocantins (TO),623,582,762,544
 3631 º, Zabelê (PB),623,567,725,587
 3631 º, Oriximiná (PA),623,599,778,520
 3631 º, Cabrobó (PE),623,581,773,539
 3631 º, Equador (RN),623,578,765,546
 3631 º, Elísio Medrado (BA),623,590,777,527
 3631 º, Divinolândia de Minas (MG),623,603,812,495
 3631 º, Lençóis (BA),623,613,775,510
 3631 º, Petrolândia (PE),623,604,755,531
 3631 º, São Miguel dos Campos (AL),623,612,770,514
 3631 º, Juti (MS),623,646,770,485
 3631 º, Valença (BA),623,619,778,502
 3631 º, Bom Jesus do Galho (MG),623,615,800,491
 3631 º, Guaraciaba (MG),623,618,794,493
 3631 º, Cedro de São João (SE),623,608,731,543
 3653 º, São Paulo do Potengi (RN),622,584,744,555
 3653 º, Ibitirama (ES),622,609,821,481
 3653 º, São Pedro do Suaçuí (MG),622,611,785,501
 3653 º, Plácido de Castro (AC),622,593,786,517
 3653 º, Abel Figueiredo (PA),622,625,800,481
 3653 º, Jacundá (PA),622,628,752,509
 3653 º, Francisco Badaró (MG),622,575,793,527
 3653 º, Monte do Carmo (TO),622,608,808,489
 3653 º, Dom Joaquim (MG),622,610,819,482
 3653 º, Dom Pedro (MA),622,582,759,545
 3653 º, Mirinzal (MA),622,546,756,582
 3653 º, Passa Sete (RS),622,639,782,482
 3653 º, Aratuba (CE),622,530,775,587
 3653 º, Missão Velha (CE),622,579,754,552
 3653 º, Palmácia (CE),622,590,742,551
 3653 º, Porteiras (CE),622,531,765,592
 3653 º, Quixeré (CE),622,560,774,556
 3653 º, Milagres (BA),622,590,789,518
 3653 º, Martins (RN),622,580,772,538
 3653 º, Nísia Floresta (RN),622,601,773,518
 3653 º, Quixabá (PB),622,564,737,579
 3653 º, Santarém (PB),622,553,765,568
 3653 º, São João do Cariri (PB),622,618,797,488
 3653 º, Calmon (SC),622,618,779,500
 3653 º, Ferreiros (PE),622,589,787,519
 3653 º, Palmares (PE),622,588,744,550
 3653 º, Imbaú (PR),622,636,785,481
 3680 º, Capim Grosso (BA),621,620,752,514
 3680 º, Piancó (PB),621,593,736,550
 3680 º, Campo Azul (MG),621,550,799,546
 3680 º, Jaguaribe (CE),621,580,760,543
 3680 º, Piraquê (TO),621,593,792,511
 3680 º, Campo do Brito (SE),621,625,793,484
 3680 º, Licínio de Almeida (BA),621,582,775,531
 3680 º, Augusto Severo (RN),621,624,774,495
 3680 º, Maragogipe (BA),621,582,793,518
 3680 º, Filadélfia (TO),621,578,792,522
 3680 º, Pacujá (CE),621,562,745,571
 3680 º, Japaratuba (SE),621,581,757,544
 3680 º, Goianorte (TO),621,598,805,497
 3680 º, Sertãozinho (PB),621,554,769,561
 3680 º, Cerro Negro (SC),621,634,829,455
 3680 º, Santana do Manhuaçu (MG),621,622,809,475
 3680 º, Doutor Severiano (RN),621,567,747,566
