sg_uf,nm_municipio,nr_candidato,nm_urna_candidato,sg_partido,ds_sit_totalizacao,sg_ue,sq_candidato,nm_tipo_destinacao_votos,nm_regiao,pc_votos_validos,qt_votos_nom_validos,qt_votos_concorrentes
MG,FRANCISCO SÁ,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.8014,10644,13282
MG,FRANCISCO SÁ,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.1986,2638,13282
MG,FRANCISCÓPOLIS,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.7078,2057,2906
MG,FRANCISCÓPOLIS,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.2922,849,2906
MG,FREI GASPAR,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.7248,2442,3369
MG,FREI GASPAR,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.2752,927,3369
MG,FREI INOCÊNCIO,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.7055,3388,4802
MG,FREI INOCÊNCIO,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.2945,1414,4802
MG,FREI LAGONEGRO,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6906,1580,2288
MG,FREI LAGONEGRO,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3094,708,2288
MG,FRONTEIRA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6498,4681,7204
MG,FRONTEIRA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3502,2523,7204
MG,FRONTEIRA DOS VALES,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.7021,1883,2682
MG,FRONTEIRA DOS VALES,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.2979,799,2682
MG,FRUTA DE LEITE,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.7692,2246,2920
MG,FRUTA DE LEITE,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.2308,674,2920
MG,FRUTAL,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5495,16662,30323
MG,FRUTAL,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4505,13661,30323
MG,FUNILÂNDIA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5207,1524,2927
MG,FUNILÂNDIA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.4793,1403,2927
MG,GALILÉIA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5734,2180,3802
MG,GALILÉIA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4266,1622,3802
MG,GAMELEIRAS,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.7617,2295,3013
MG,GAMELEIRAS,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.2383,718,3013
MG,GLAUCILÂNDIA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.7614,1963,2578
MG,GLAUCILÂNDIA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.2386,615,2578
MG,GOIABEIRA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5462,1142,2091
MG,GOIABEIRA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4538,949,2091
MG,GOIANÁ,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5898,1569,2660
MG,GOIANÁ,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4102,1091,2660
MG,GONZAGA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5242,1681,3207
MG,GONZAGA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4758,1526,3207
MG,GONÇALVES,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.82,2324,2834
MG,GONÇALVES,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.18,510,2834
MG,GOUVEIA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6959,4765,6847
MG,GOUVEIA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3041,2082,6847
MG,GOVERNADOR VALADARES,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5126,75853,147987
MG,GOVERNADOR VALADARES,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.4874,72134,147987
MG,GRUPIARA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5483,607,1107
MG,GRUPIARA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.4517,500,1107
MG,GRÃO MOGOL,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.7311,5499,7522
MG,GRÃO MOGOL,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.2689,2023,7522
MG,GUANHÃES,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5084,8496,16712
MG,GUANHÃES,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.4916,8216,16712
MG,GUAPÉ,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5205,3950,7589
MG,GUAPÉ,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.4795,3639,7589
MG,GUARACIABA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6876,3879,5641
MG,GUARACIABA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3124,1762,5641
MG,GUARACIAMA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.8157,3182,3901
MG,GUARACIAMA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.1843,719,3901
MG,GUARANI,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5716,3080,5388
MG,GUARANI,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4284,2308,5388
MG,GUARANÉSIA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6638,7607,11460
MG,GUARANÉSIA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3362,3853,11460
MG,GUARARÁ,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5672,1464,2581
MG,GUARARÁ,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4328,1117,2581
MG,GUARDA-MOR,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6033,2394,3968
MG,GUARDA-MOR,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3967,1574,3968
MG,GUAXUPÉ,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5503,15920,28928
MG,GUAXUPÉ,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4497,13008,28928
MG,GUIDOVAL,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6099,3000,4919
MG,GUIDOVAL,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3901,1919,4919
MG,GUIMARÂNIA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5029,2399,4770
MG,GUIMARÂNIA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.4971,2371,4770
MG,GUIRICEMA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6743,3820,5665
MG,GUIRICEMA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3257,1845,5665
MG,GURINHATÃ,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6403,2286,3570
MG,GURINHATÃ,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3597,1284,3570
MG,HELIODORA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5808,2312,3981
MG,HELIODORA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.4192,1669,3981
MG,IAPU,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5741,3399,5921
MG,IAPU,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4259,2522,5921
MG,IBERTIOGA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.7113,2560,3599
MG,IBERTIOGA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.2887,1039,3599
MG,IBIAÍ,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.847,3481,4110
MG,IBIAÍ,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.153,629,4110
MG,IBIRACATU,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.7277,2640,3628
MG,IBIRACATU,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.2723,988,3628
MG,IBIRACI,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.6605,4545,6881
MG,IBIRACI,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.3395,2336,6881
MG,IBIRITÉ,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6062,49200,81157
MG,IBIRITÉ,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3938,31957,81157
MG,IBITIÚRA DE MINAS,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.6369,1640,2575
MG,IBITIÚRA DE MINAS,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.3631,935,2575
MG,IBITURUNA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.6031,1123,1862
MG,IBITURUNA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.3969,739,1862
MG,IBIÁ,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5455,6703,12287
MG,IBIÁ,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4545,5584,12287
MG,ICARAÍ DE MINAS,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.7901,4268,5402
MG,ICARAÍ DE MINAS,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.2099,1134,5402
MG,IGARAPÉ,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5494,10849,19746
MG,IGARAPÉ,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4506,8897,19746
MG,IGARATINGA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6324,3282,5190
MG,IGARATINGA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3676,1908,5190
MG,IGUATAMA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5221,2714,5198
MG,IGUATAMA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.4779,2484,5198
MG,IJACI,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.642,2629,4095
MG,IJACI,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.358,1466,4095
MG,ILICÍNEA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5324,3872,7273
MG,ILICÍNEA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4676,3401,7273
MG,IMBÉ DE MINAS,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6433,2572,3998
MG,IMBÉ DE MINAS,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3567,1426,3998
MG,INCONFIDENTES,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.554,2773,5005
MG,INCONFIDENTES,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.446,2232,5005
MG,INDAIABIRA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6336,2412,3807
MG,INDAIABIRA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3664,1395,3807
MG,INDIANÓPOLIS,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6476,2306,3561
MG,INDIANÓPOLIS,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3524,1255,3561
MG,INGAÍ,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5907,1293,2189
MG,INGAÍ,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.4093,896,2189
MG,INHAPIM,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6209,8965,14439
MG,INHAPIM,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3791,5474,14439
MG,INHAÚMA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5108,2029,3972
MG,INHAÚMA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4892,1943,3972
MG,INIMUTABA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6411,2754,4296
MG,INIMUTABA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3589,1542,4296
MG,IPABA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.708,6917,9770
MG,IPABA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.292,2853,9770
MG,IPANEMA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5635,6168,10946
MG,IPANEMA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4365,4778,10946
MG,IPATINGA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5306,71599,134939
MG,IPATINGA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.4694,63340,134939
MG,IPIAÇU,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6224,1602,2574
MG,IPIAÇU,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3776,972,2574
MG,IPUIÚNA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5066,3163,6244
MG,IPUIÚNA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4934,3081,6244
MG,IRAÍ DE MINAS,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.603,2603,4317
MG,IRAÍ DE MINAS,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.397,1714,4317
MG,ITABIRA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.52,36160,69545
MG,ITABIRA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.48,33385,69545
MG,ITABIRINHA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5575,3326,5966
MG,ITABIRINHA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4425,2640,5966
MG,ITABIRITO,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.6078,17958,29547
MG,ITABIRITO,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.3922,11589,29547
MG,ITACAMBIRA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.7862,2354,2994
MG,ITACAMBIRA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.2138,640,2994
MG,ITACARAMBI,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.7539,6527,8658
MG,ITACARAMBI,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.2461,2131,8658
MG,ITAGUARA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.6305,4856,7702
MG,ITAGUARA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.3695,2846,7702
MG,ITAIPÉ,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5389,2895,5372
MG,ITAIPÉ,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.4611,2477,5372
MG,ITAJUBÁ,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.6586,35320,53631
MG,ITAJUBÁ,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.3414,18311,53631
MG,ITAMARANDIBA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6653,11005,16541
MG,ITAMARANDIBA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3347,5536,16541
MG,ITAMARATI DE MINAS,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.7033,1970,2801
MG,ITAMARATI DE MINAS,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.2967,831,2801
MG,ITAMBACURI,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.7635,8860,11604
MG,ITAMBACURI,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.2365,2744,11604
MG,ITAMBÉ DO MATO DENTRO,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6538,1133,1733
MG,ITAMBÉ DO MATO DENTRO,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3462,600,1733
MG,ITAMOGI,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5278,3605,6830
MG,ITAMOGI,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.4722,3225,6830
MG,ITAMONTE,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.6725,5685,8454
MG,ITAMONTE,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.3275,2769,8454
MG,ITANHANDU,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.6379,5897,9244
MG,ITANHANDU,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.3621,3347,9244
MG,ITANHOMI,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5598,3956,7067
MG,ITANHOMI,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4402,3111,7067
MG,ITAOBIM,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5089,5516,10840
MG,ITAOBIM,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4911,5324,10840
MG,ITAPAGIPE,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5605,4279,7634
MG,ITAPAGIPE,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4395,3355,7634
MG,ITAPECERICA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5879,7748,13178
MG,ITAPECERICA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.4121,5430,13178
MG,ITAPEVA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.6398,3350,5236
MG,ITAPEVA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.3602,1886,5236
MG,ITATIAIUÇU,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5607,3608,6435
MG,ITATIAIUÇU,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.4393,2827,6435
MG,ITAVERAVA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6956,2813,4044
MG,ITAVERAVA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3044,1231,4044
MG,ITAÚ DE MINAS,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5872,5393,9184
MG,ITAÚ DE MINAS,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.4128,3791,9184
MG,ITAÚNA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.7164,37251,52001
MG,ITAÚNA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.2836,14750,52001
MG,ITINGA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.7185,5041,7016
MG,ITINGA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.2815,1975,7016
MG,ITUETA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5457,2120,3885
MG,ITUETA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4543,1765,3885
MG,ITUIUTABA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6969,40377,57937
MG,ITUIUTABA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3031,17560,57937
MG,ITUMIRIM,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5942,2640,4443
MG,ITUMIRIM,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.4058,1803,4443
MG,ITURAMA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6683,14434,21599
MG,ITURAMA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3317,7165,21599
MG,ITUTINGA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5839,1590,2723
MG,ITUTINGA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.4161,1133,2723
MG,JABOTICATUBAS,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5091,5188,10190
MG,JABOTICATUBAS,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4909,5002,10190
MG,JACINTO,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5809,3442,5925
MG,JACINTO,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4191,2483,5925
MG,JACUTINGA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.8235,11074,13448
MG,JACUTINGA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.1765,2374,13448
MG,JACUÍ,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.7112,3209,4512
MG,JACUÍ,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.2888,1303,4512
MG,JAGUARAÇU,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6169,1340,2172
MG,JAGUARAÇU,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3831,832,2172
MG,JAMPRUCA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.7756,2253,2905
MG,JAMPRUCA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.2244,652,2905
MG,JANAÚBA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.7362,27020,36703
MG,JANAÚBA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.2638,9683,36703
MG,JANUÁRIA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.8279,26606,32136
MG,JANUÁRIA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.1721,5530,32136
MG,JAPARAÍBA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5333,1384,2595
MG,JAPARAÍBA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.4667,1211,2595
MG,JAPONVAR,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.8448,4176,4943
MG,JAPONVAR,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.1552,767,4943
MG,JAÍBA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.8077,13599,16836
MG,JAÍBA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.1923,3237,16836
MG,JECEABA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5381,2194,4077
MG,JECEABA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.4619,1883,4077
MG,JENIPAPO DE MINAS,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.5987,1893,3162
MG,JENIPAPO DE MINAS,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.4013,1269,3162
MG,JEQUERI,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.6977,4756,6817
MG,JEQUERI,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.3023,2061,6817
MG,JEQUITAÍ,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.8235,3537,4295
MG,JEQUITAÍ,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.1765,758,4295
MG,JEQUITIBÁ,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5035,2027,4026
MG,JEQUITIBÁ,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.4965,1999,4026
MG,JEQUITINHONHA,13,DILMA,PT,Eleito,BR,280000000083,#NE,SUDESTE,0.7484,8324,11123
MG,JEQUITINHONHA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.2516,2799,11123
MG,JESUÂNIA,45,AÉCIO NEVES,PSDB,Não Eleito,BR,280000000085,#NE,SUDESTE,0.5244,1710,3261
